stockCode,stockName,changeReason,changeDate
000738,*ST宇航,简称变更,2006-10-09 00:00:00
000738,G*ST宇航,公司更名,2006-06-15 00:00:00
000738,G*ST南摩,实施退市风险警示,2006-04-28 00:00:00
000738,G南摩,简称变更,2006-04-21 00:00:00
000738,南方摩托,撤销其他特别处理,2004-04-27 00:00:00
000738,ST南摩,实施其他风险警示,2002-04-30 00:00:00
000738,南方摩托,上市,1997-06-26 00:00:00
000739,普洛药业,公司更名,2013-04-22 00:00:00
000739,普洛股份,公司更名,2008-05-27 00:00:00
000739,普洛康裕,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000739,G康裕,简称变更,2006-02-15 00:00:00
000739,普洛康裕,公司更名,2005-04-25 00:00:00
000739,普洛药业,公司名称变动,2003-02-26 00:00:00
000739,青岛东方,上市,1997-05-09 00:00:00
000748,长城信息,撤销股票退市风险警示,2007-04-04 00:00:00
000748,*ST信息,简称变更,2006-10-09 00:00:00
000748,G*ST信息,完成股改，简称前加'G'用于区别其他未完成股改的公司,2006-06-05 00:00:00
000748,*ST信息,实施退市风险警示,2006-03-31 00:00:00
000748,长城信息,公司名称变更,2005-06-16 00:00:00
000748,湘计算机,上市,1997-07-04 00:00:00
000750,国海证券,重大资产重组,2011-08-09 00:00:00
000750,SST集琦,撤销退市风险警示及实施其他风险警示,2010-08-06 00:00:00
000750,S*ST集琦,实行退市风险警示。,2009-04-21 00:00:00
000750,SST集琦,撤销退市风险警示并实施其他特别处理。,2008-01-17 00:00:00
000750,S*ST集琦,未完成股改公司冠以“S”标记,2006-10-09 00:00:00
000750,*ST集琦,实施退市风险警示,2006-04-26 00:00:00
000750,桂林集琦,上市,1997-07-09 00:00:00
000751,锌业股份,撤销退市风险警示,2014-08-06 00:00:00
000751,*ST锌业,实施退市风险警示,2012-04-26 00:00:00
000751,锌业股份,撤销退市风险警示,2010-05-24 00:00:00
000751,*ST锌业,实施退市风险警示,2009-04-16 00:00:00
000751,锌业股份,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000751,G锌业,简称变更,2006-04-10 00:00:00
000751,锌业股份,上市,1997-06-26 00:00:00
000752,ST西发,撤销退市风险警示及实施其他风险警示,2024-07-19 00:00:00
000752,*ST西发,实施退市风险警示,2019-05-06 00:00:00
000752,ST西发,实施其他风险警示,2019-04-10 00:00:00
000752,西藏发展,简称变更,2006-10-09 00:00:00
000752,G藏发展,简称变更,2006-09-04 00:00:00
000752,西藏发展,简称变更,2001-08-30 00:00:00
000752,拉萨啤酒,新上市,1997-06-25 00:00:00
000753,漳州发展,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000753,G漳发展,简称变更,2006-07-14 00:00:00
000753,漳州发展,公司更名,2002-04-12 00:00:00
000753,福建双菱,上市,1997-06-26 00:00:00
000755,山西高速,简称变更,2024-04-08 00:00:00
000755,山西路桥,撤销退市风险警示,2018-11-14 00:00:00
000755,*ST三维,实施退市风险警示,2017-03-29 00:00:00
000755,山西三维,撤销退市风险警示,2015-05-07 00:00:00
000755,*ST三维,实施退市风险警示,2014-03-26 00:00:00
000755,山西三维,简称变更,2006-10-09 00:00:00
000755,G三维,简称变更,2006-04-12 00:00:00
000755,山西三维,新上市,1997-06-27 00:00:00
000756,新华制药,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000756,G新华,简称变更,2006-06-06 00:00:00
000756,新华制药,上市,1997-08-06 00:00:00
000757,浩物股份,撤销退市风险警示,2013-04-19 00:00:00
000757,*ST浩物,简称变更,2013-01-10 00:00:00
000757,*ST方向,简称变更,2007-01-08 00:00:00
000757,S*ST方向,未完成股改公司冠以“S”标记,2006-10-09 00:00:00
000757,*ST方向A,实施退市风险警示,2006-04-24 00:00:00
000757,方向光电,公司更名,2002-01-05 00:00:00
000757,内江峨柴,上市,1997-06-27 00:00:00
000758,中色股份,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000758,G中色,简称变更,2006-06-07 00:00:00
000758,中色股份,公司更名,2004-06-15 00:00:00
000758,中色建设,上市,1997-04-16 00:00:00
000759,中百集团,公司更名,2011-05-23 00:00:00
000759,武汉中百,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000759,G中百,简称变更,2006-03-28 00:00:00
000759,武汉中百,上市,1997-05-19 00:00:00
000760,斯太退,进入退市整理期,2021-06-10 00:00:00
000760,*ST斯太,实施退市风险警示,2019-05-06 00:00:00
000760,斯太尔,简称变更,2014-06-05 00:00:00
000760,博盈投资,撤销退市风险警示特别处理,2011-08-05 00:00:00
000760,*ST博盈,实施退市风险警示,2010-04-27 00:00:00
000760,博盈投资,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000760,G博盈,简称变更,2006-09-25 00:00:00
000760,博盈投资,撤销退市风险警示,2006-07-05 00:00:00
000760,*ST博盈,实施退市风险警示,2005-04-14 00:00:00
000760,博盈投资,公司更名,2003-04-17 00:00:00
000760,湖北车桥,上市,1997-06-27 00:00:00
000761,本钢板材,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000761,G本钢,简称变更,2006-03-15 00:00:00
000761,本钢板材,撤销其他特别处理,2004-05-10 00:00:00
000761,ST板材,实施其他风险警示,2003-06-27 00:00:00
000761,本钢板材,上市,1998-01-15 00:00:00
000762,西藏矿业,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000762,G藏矿业,简称变更,2006-02-10 00:00:00
000762,西藏矿业,上市,1997-07-08 00:00:00
000763,锦州石化,上市,1997-09-15 00:00:00
000765,*ST华信,实施退市风险警示,2003-05-12 00:00:00
000765,ST华信,实施其他风险警示,2003-04-28 00:00:00
000765,华信股份,公司更名,2000-05-15 00:00:00
000765,六渡桥,上市,1997-11-03 00:00:00
000766,通化金马,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000766,G通金马,简称变更,2006-08-08 00:00:00
000766,通化金马,撤销退市风险警示,2006-08-04 00:00:00
000766,*ST通金,实施退市风险警示,2005-04-05 00:00:00
000766,ST通金马,实施股票交易特别处理,2004-04-13 00:00:00
000766,通化金马,上市,1997-04-30 00:00:00
000767,晋控电力,变更公司证券简称,2020-12-25 00:00:00
000767,漳泽电力,撤销退市风险警示,2013-04-25 00:00:00
000767,*ST漳电,实施退市风险警示,2012-04-27 00:00:00
000767,漳泽电力,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000767,G漳电,简称变更,2005-12-30 00:00:00
000767,漳泽电力,上市,1997-06-09 00:00:00
000768,中航西飞,变更公司名称和证券简称,2020-12-01 00:00:00
000768,中航飞机,公司更名,2012-12-27 00:00:00
000768,西飞国际,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000768,G西飞,简称变更,2006-05-09 00:00:00
000768,西飞国际,上市,1997-06-26 00:00:00
000769,*ST大菲,实施退市风险警示,2004-04-28 00:00:00
000769,菲菲农业,公司更名,2002-04-05 00:00:00
000769,盛道包装,上市,1997-05-30 00:00:00
000776,广发证券,股权分置改革与重大资产重组完成,2010-02-12 00:00:00
000776,S延边路,简称变更,2006-10-09 00:00:00
000776,延边公路,撤销特别处理,2005-03-04 00:00:00
000776,*ST延路,实施退市风险警示,2004-03-10 00:00:00
000776,延边公路,上市,1997-06-11 00:00:00
000777,中核科技,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000777,G中核,简称变更,2006-05-16 00:00:00
000777,中核科技,简称变更,2000-11-23 00:00:00
000777,中核科技,上市,1997-07-10 00:00:00
000778,新兴铸管,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000778,G铸管,简称变更,2005-11-10 00:00:00
000778,新兴铸管,上市,1997-06-06 00:00:00
000779,甘咨询,简称变更,2019-07-03 00:00:00
000779,三毛派神,撤销股票退市风险警示,2015-03-30 00:00:00
000779,*ST派神,实施退市风险警示,2014-04-18 00:00:00
000779,三毛派神,撤销其他特别处理,2009-12-31 00:00:00
000779,ST派神,撤销退市风险警示及实施其他风险警示,2007-04-02 00:00:00
000779,*ST派神,简称变更,2007-02-12 00:00:00
000779,S*ST派神,未完成股改公司冠以“S”标记,2006-10-09 00:00:00
000779,*ST派神,实施退市风险警示,2006-04-21 00:00:00
000779,三毛派神,上市,1997-05-28 00:00:00
000780,ST平能,撤销退市风险警示及实施其他风险警示,2021-06-21 00:00:00
000780,*ST平能,实施退市风险警示,2020-05-06 00:00:00
000780,平庄能源,撤销退市风险警示,2018-05-11 00:00:00
000780,*ST平能,实施退市风险警示,2017-04-24 00:00:00
000780,平庄能源,撤销其他特别处理,2009-03-25 00:00:00
000780,ST平能,撤销退市风险警示及实施其他风险警示,2007-07-03 00:00:00
000780,*ST兴发,实施退市风险警示,2006-11-01 00:00:00
000780,草原兴发,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000780,G草原发,简称变更,2006-04-06 00:00:00
000780,草原兴发,简称变更,1998-09-30 00:00:00
000780,草原兴发,公司更名,1998-09-16 00:00:00
000780,内蒙兴发,上市,1997-06-06 00:00:00
000782,恒申新材,简称变更,2024-06-26 00:00:00
000782,美达股份,简称变更,2006-10-09 00:00:00
000782,G美达,简称变更,2006-05-12 00:00:00
000782,美达股份,新上市,1997-06-19 00:00:00
000783,长江证券,实施股改暨换股吸收合并,2007-12-27 00:00:00
000783,S*ST石炼,"2005和2006两个会计年度亏损,被实行退市风险警示的特别处理。",2007-03-21 00:00:00
000783,S石炼化,简称变更,2006-10-09 00:00:00
000783,石炼化,新上市,1997-07-31 00:00:00
000785,居然智家,简称变更,2024-12-10 00:00:00
000785,居然之家,简称变更,2019-12-26 00:00:00
000785,武汉中商,简称变更,2006-10-09 00:00:00
000785,G中商,简称变更,2006-04-03 00:00:00
000785,武汉中商,新上市,1997-07-11 00:00:00
000785,武汉中商,首次公开发行,1992-05-17 00:00:00
000786,北新建材,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000786,G北新,简称变更,2006-06-29 00:00:00
000786,北新建材,上市,1997-06-06 00:00:00
000787,*ST创智,简称变更,2007-02-09 00:00:00
000787,S*ST创智,未完成股改公司冠以“S”标记,2006-10-09 00:00:00
000787,*ST创智,实施退市风险警示,2006-05-09 00:00:00
000787,创智科技,公司更名,1999-11-18 00:00:00
000787,五一文,新上市,1997-06-26 00:00:00
000788,北大医药,"基于公司业务区域拓展和经营范围延伸的实际情况,变更公司证券简称",2013-05-09 00:00:00
000788,西南合成,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000788,G合成,简称变更,2006-04-20 00:00:00
000788,西南合成,撤销特别处理,2005-03-04 00:00:00
000788,ST合成,实施其他风险警示,2001-04-18 00:00:00
000788,合成制药,上市,1997-06-16 00:00:00
000789,万年青,简称变更,2014-11-10 00:00:00
000789,江西水泥,撤销“退市风险警示”处理,2007-04-06 00:00:00
000789,*ST江泥,简称变更,2006-10-09 00:00:00
000789,G*ST江泥,完成股改，简称前加'G'用于区别其他未完成股改的公司,2006-08-09 00:00:00
000789,*ST江泥,实施退市风险警示,2006-04-26 00:00:00
000789,江西水泥,上市,1997-09-23 00:00:00
000790,华神科技,变更公司全称及简称,2020-04-08 00:00:00
000790,泰合健康,公司更名,2016-09-27 00:00:00
000790,华神集团,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000790,G华神,简称变更,2006-02-21 00:00:00
000790,华神集团,公司更名,1998-09-03 00:00:00
000790,华神科技,上市,1998-03-27 00:00:00
000791,甘肃能源,简称变更,2023-02-17 00:00:00
000791,甘肃电投,公司更名,2012-12-27 00:00:00
000791,西北化工,撤消特别处理,2007-03-09 00:00:00
000791,ST化工,简称变更,2006-10-09 00:00:00
000791,GST化工,简称变更,2006-06-12 00:00:00
000791,ST化工,撤销退市风险警示及实施其他风险警示,2006-05-15 00:00:00
000791,*ST化工,实施退市风险警示,2005-04-29 00:00:00
000791,西北化工,上市,1997-10-14 00:00:00
000792,盐湖股份,撤销退市风险警示,2021-08-10 00:00:00
000792,*ST盐湖,实施退市风险警示,2019-04-30 00:00:00
000792,盐湖股份,公司更名,2011-05-12 00:00:00
000792,盐湖钾肥,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000792,G钾肥,简称变更,2006-06-29 00:00:00
000792,盐湖钾肥,上市,1997-09-04 00:00:00
000793,ST华闻,实施其他风险警示,2025-03-18 00:00:00
000793,华闻集团,简称变更,2019-10-25 00:00:00
000793,华闻传媒,变更公司英文名称,2017-04-13 00:00:00
000793,华闻传媒,简称变更,2006-11-03 00:00:00
000793,燃气股份,简称变更,2006-10-09 00:00:00
000793,G燃气,简称变更,2006-02-27 00:00:00
000793,燃气股份,新上市,1997-07-29 00:00:00
000795,英洛华,简称变更,2016-03-07 00:00:00
000795,太原刚玉,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000795,G刚玉,简称变更,2006-03-07 00:00:00
000795,太原刚玉,上市,1997-08-08 00:00:00
000796,凯撒旅业,撤销其他风险警示,2024-10-29 00:00:00
000796,ST凯撒,撤销退市风险警示及实施其他风险警示,2024-06-19 00:00:00
000796,*ST凯撒,实施退市风险警示,2023-05-05 00:00:00
000796,ST凯撒,实施其他风险警示,2022-05-06 00:00:00
000796,凯撒旅业,简称变更,2019-12-25 00:00:00
000796,凯撒旅游,简称变更,2015-10-12 00:00:00
000796,易食股份,简称变更,2010-09-27 00:00:00
000796,宝商集团,简称变更,2006-10-09 00:00:00
000796,G陕宝商,简称变更,2006-09-12 00:00:00
000796,宝商集团,新上市,1997-07-03 00:00:00
000797,中国武夷,"完成股改,恢复之前的简称",2006-10-13 00:00:00
000797,S武夷,简称变更,2006-10-09 00:00:00
000797,中国武夷,上市,1997-07-15 00:00:00
000798,中水渔业,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000798,G中水,简称变更,2006-04-27 00:00:00
000798,中水渔业,上市,1998-02-12 00:00:00
000799,酒鬼酒,撤销退市风险警示,2016-04-25 00:00:00
000799,*ST酒鬼,实施退市风险警示,2015-04-27 00:00:00
000799,酒鬼酒,撤销退市风险警示,2008-04-09 00:00:00
000799,*ST酒鬼,简称变更,2008-01-11 00:00:00
000799,S*ST酒鬼,实行退市风险警示,2007-04-27 00:00:00
000799,S酒鬼酒,简称变更,2006-10-09 00:00:00
000799,酒鬼酒,撤销退市风险警示,2005-03-11 00:00:00
000799,*ST酒鬼,实施退市风险警示,2004-04-30 00:00:00
000799,湘酒鬼,新上市,1997-07-18 00:00:00
000800,一汽解放,变更公司名称及证券简称,2020-05-20 00:00:00
000800,一汽轿车,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000800,G轿车,简称变更,2006-04-11 00:00:00
000800,一汽轿车,上市,1997-06-18 00:00:00
000801,四川九洲,公司更名,2010-11-30 00:00:00
000801,四川湖山,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000801,G湖山,简称变更,2006-08-02 00:00:00
000801,四川湖山,撤销其他特别处理,2006-06-30 00:00:00
000801,ST湖山,撤销退市风险警示及实施其他风险警示,2004-03-22 00:00:00
000801,*ST湖山,实施退市风险警示,2003-05-12 00:00:00
000801,ST湖山,实施其他风险警示,2003-03-26 00:00:00
000801,四川湖山,上市,1998-05-06 00:00:00
000802,北京文化,撤销其他风险警示,2022-06-24 00:00:00
000802,ST北文,实施其他风险警示,2021-05-06 00:00:00
000802,北京文化,公司更名,2014-10-24 00:00:00
000802,北京旅游,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000802,G京旅,简称变更,2006-05-29 00:00:00
000802,京西旅游,撤销其他特别处理,2006-04-13 00:00:00
000802,ST京西,撤销退市风险警示及实施其他风险警示,2005-04-07 00:00:00
000802,*ST京西,实施退市风险警示,2004-03-30 00:00:00
000802,京西旅游,上市,1998-01-08 00:00:00
000803,山高环能,简称变更,2022-08-31 00:00:00
000803,北清环能,撤销退市风险警示,2021-03-01 00:00:00
000803,*ST北能,简称变更,2020-08-12 00:00:00
000803,*ST金宇,实施退市风险警示,2020-05-06 00:00:00
000803,金宇车城,撤销退市风险警示,2018-10-29 00:00:00
000803,*ST金宇,实施退市风险警示,2017-03-20 00:00:00
000803,金宇车城,简称变更,2006-10-09 00:00:00
000803,G川金宇,简称变更,2006-08-08 00:00:00
000803,金宇车城,简称变更,2004-06-09 00:00:00
000803,美亚股份,新上市,1998-03-03 00:00:00
000805,*ST炎黄,简称变更,2009-02-25 00:00:00
000805,S*ST炎黄,股票交易实行退市风险警示,2006-10-09 00:00:00
000805,*ST炎黄,实施退市风险警示,2005-04-18 00:00:00
000805,ST炎黄,实施其他风险警示,2004-06-17 00:00:00
000805,炎黄物流,公司更名,2003-03-14 00:00:00
000805,炎黄在线,公司更名,2000-11-22 00:00:00
000805,炎黄在线,简称变更,2000-11-21 00:00:00
000805,金狮股份,上市,1998-05-29 00:00:00
000806,银河退,进入退市整理期,2023-06-13 00:00:00
000806,*ST银河,实施退市风险警示,2022-05-06 00:00:00
000806,ST银河,撤销退市风险警示及实施其他风险警示,2021-06-22 00:00:00
000806,*ST银河,实施退市风险警示,2020-06-01 00:00:00
000806,ST银河,实施其他风险警示,2019-03-29 00:00:00
000806,银河生物,公司更名,2015-10-28 00:00:00
000806,银河投资,撤销退市风险警示,2013-05-03 00:00:00
000806,*ST银河,实施退市风险警示,2012-04-26 00:00:00
000806,银河科技,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000806,G银河,简称变更,2006-01-09 00:00:00
000806,银河科技,简称变更,2000-02-22 00:00:00
000806,北海银河,上市,1998-04-16 00:00:00
000807,云铝股份,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000807,G云铝,简称变更,2006-05-23 00:00:00
000807,云铝股份,上市,1998-04-08 00:00:00
000809,和展能源,撤销退市风险警示,2025-04-25 00:00:00
000809,*ST和展,简称变更,2024-05-23 00:00:00
000809,*ST新城,实施退市风险警示,2024-04-29 00:00:00
000809,铁岭新城,撤销其他风险警示,2023-06-02 00:00:00
000809,ST新城,实施其他风险警示,2022-04-29 00:00:00
000809,铁岭新城,撤销退市风险警示,2018-06-11 00:00:00
000809,*ST新城,实施退市风险警示,2017-04-26 00:00:00
000809,铁岭新城,简称变更,2012-01-04 00:00:00
000809,中汇医药,简称变更,2006-10-09 00:00:00
000809,G中汇,简称变更,2006-07-21 00:00:00
000809,中汇医药,撤销其他风险警示,2005-04-04 00:00:00
000809,ST中汇,简称变更,2004-06-10 00:00:00
000809,ST一纺,撤销退市风险警示及实施其他风险警示,2004-04-02 00:00:00
000809,*ST一纺,实施退市风险警示,2003-05-12 00:00:00
000809,ST一纺,实施其他风险警示,2003-02-24 00:00:00
000809,第一纺织,新上市,1998-06-16 00:00:00
000810,创维数字,变更公司名称,2014-11-11 00:00:00
000810,华润锦华,"完成股改,恢复之前的简称",2006-11-17 00:00:00
000810,S锦华,简称变更,2006-10-09 00:00:00
000810,华润锦华,公司更名,2002-04-22 00:00:00
000810,四川锦华,上市,1998-06-02 00:00:00
000811,冰轮环境,变更证券简称,2017-10-13 00:00:00
000811,烟台冰轮,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000811,G冰轮,简称变更,2006-06-01 00:00:00
000811,烟台冰轮,上市,1998-05-28 00:00:00
000812,陕西金叶,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000812,G金叶,简称变更,2006-07-31 00:00:00
000812,陕西金叶,上市,1998-06-23 00:00:00
000813,德展健康,公司更名,2016-10-17 00:00:00
000813,天山纺织,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000813,G天纺,简称变更,2006-06-01 00:00:00
000813,天山纺织,撤销退市风险警示,2006-03-16 00:00:00
000813,*ST天纺,实施退市风险警示,2005-04-12 00:00:00
000813,天山纺织,上市,1998-05-19 00:00:00
000815,美利云,简称变更,2016-08-02 00:00:00
000815,美利纸业,撤销股票交易退市风险警示,2016-03-25 00:00:00
000815,*ST美利,实施退市风险警示,2015-04-16 00:00:00
000815,美利纸业,撤销退市风险警示,2013-12-31 00:00:00
000815,*ST美利,实施退市风险警示,2012-04-24 00:00:00
000815,美利纸业,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000815,G美利,简称变更,2005-12-29 00:00:00
000815,美利纸业,上市,1998-06-09 00:00:00
000816,智慧农业,撤销股票交易其他风险警示,2020-10-27 00:00:00
000816,ST慧业,撤销退市风险警示及实施其他风险警示,2019-07-10 00:00:00
000816,*ST慧业,实施退市风险警示,2018-04-27 00:00:00
000816,智慧农业,变更公司名称,2015-06-05 00:00:00
000816,江淮动力,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000816,G江动,简称变更,2006-04-18 00:00:00
000816,江淮动力,撤销退市风险警示,2005-04-22 00:00:00
000816,*ST江力,实施退市风险警示,2004-04-26 00:00:00
000816,江淮动力,上市,1997-08-18 00:00:00
000817,辽河油田,上市,1998-05-28 00:00:00
000818,航锦科技,变更证券简称,2018-04-23 00:00:00
000818,方大化工,撤销其它特别处理,2012-03-13 00:00:00
000818,ST化工,撤销退市风险警示及实施其他风险警示,2011-09-30 00:00:00
000818,*ST化工,简称变更,2010-10-13 00:00:00
000818,*ST锦化,实施退市风险警示,2010-03-23 00:00:00
000818,ST锦化,实施其他风险警示,2009-12-02 00:00:00
000818,锦化氯碱,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000818,G锦化,简称变更,2006-03-13 00:00:00
000818,锦化氯碱,上市,1997-10-17 00:00:00
000819,岳阳兴长,股权分置,2007-03-28 00:00:00
000819,S岳兴长,简称变更,2006-10-09 00:00:00
000819,岳阳兴长,上市,1997-06-25 00:00:00
000820,*ST节能,实施退市风险警示,2025-04-30 00:00:00
000820,神雾节能,撤销退市风险警示,2022-08-18 00:00:00
000820,*ST节能,实施退市风险警示,2019-05-06 00:00:00
000820,ST节能,实施其他风险警示,2019-04-12 00:00:00
000820,神雾节能,简称变更,2016-12-16 00:00:00
000820,金城股份,撤销退市风险警示,2013-06-19 00:00:00
000820,*ST金城,实施退市风险警示,2010-04-16 00:00:00
000820,金城股份,撤销退市风险警示,2007-06-01 00:00:00
000820,*ST金城,简称变更,2006-10-09 00:00:00
000820,G*ST金城,简称变更,2006-08-28 00:00:00
000820,*ST金城,实施退市风险警示,2006-05-09 00:00:00
000820,*ST金城,实施退市风险警示,2006-05-08 00:00:00
000820,金城股份,新上市,1998-06-30 00:00:00
000821,ST京机,实施其他风险警示,2026-01-20 00:00:00
000821,京山轻机,简称变更,2006-10-09 00:00:00
000821,G京山,简称变更,2005-12-05 00:00:00
000821,京山轻机,新上市,1998-06-26 00:00:00
000822,山东海化,撤销股票交易退市风险警示,2015-03-24 00:00:00
000822,*ST海化,实施退市风险警示,2014-02-18 00:00:00
000822,山东海化,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000822,G海化,简称变更,2006-03-22 00:00:00
000822,山东海化,上市,1998-07-03 00:00:00
000823,超声电子,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000823,G超声,简称变更,2006-03-20 00:00:00
000823,超声电子,上市,1997-10-08 00:00:00
000825,太钢不锈,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000825,G太钢,简称变更,2006-03-07 00:00:00
000825,太钢不锈,上市,1998-10-21 00:00:00
000826,启迪环境,变更公司名称及证券简称,2019-07-10 00:00:00
000826,启迪桑德,变更公司名称,2015-11-11 00:00:00
000826,桑德环境,公司更名,2010-04-29 00:00:00
000826,合加资源,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000826,G合加,简称变更,2006-02-10 00:00:00
000826,合加资源,公司更名,2005-05-30 00:00:00
000826,国投资源,撤销其他特别处理,2004-04-19 00:00:00
000826,*ST资源,简称变更,2003-11-10 00:00:00
000826,*ST原宜,实施退市风险警示,2003-11-06 00:00:00
000826,ST原宜,实施其他风险警示,2002-04-23 00:00:00
000826,国投原宜,上市,1998-02-25 00:00:00
000827,*ST长兴,实施退市风险警示,2004-01-15 00:00:00
000827,长兴实业,公司更名,2002-01-08 00:00:00
000827,大龙泉,新上市,1998-10-16 00:00:00
000828,东莞控股,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000828,G东控,简称变更,2005-12-30 00:00:00
000828,东莞控股,公司更名,2004-02-13 00:00:00
000828,福地科技,公司更名,2000-04-25 00:00:00
000828,广东福地,上市,1997-06-17 00:00:00
000829,天音控股,公司名称从2007年3月15日起正式变更为“天音通信控股股份有限公司”.,2007-03-20 00:00:00
000829,赣南果业,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000829,G赣南,简称变更,2006-09-05 00:00:00
000829,赣南果业,上市,1997-12-02 00:00:00
000830,鲁西化工,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000830,G鲁西,简称变更,2005-08-23 00:00:00
000830,鲁西化工,上市,1998-08-07 00:00:00
000831,中国稀土,简称变更,2022-10-13 00:00:00
000831,五矿稀土,撤销退市风险警示,2017-05-03 00:00:00
000831,*ST五稀,实施退市风险警示,2016-04-11 00:00:00
000831,五矿稀土,撤销退市风险警示,2013-04-23 00:00:00
000831,*ST关铝,实施退市风险警示,2010-04-21 00:00:00
000831,关铝股份,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000831,G关铝,简称变更,2006-04-11 00:00:00
000831,关铝股份,上市,1998-09-11 00:00:00
000832,*ST龙涤,实施退市风险警示,2004-04-30 00:00:00
000832,龙涤股份,上市,1998-08-25 00:00:00
000833,粤桂股份,变更公司名称,2018-07-24 00:00:00
000833,贵糖股份,股权分置,2007-04-13 00:00:00
000833,S贵糖,简称变更,2006-10-09 00:00:00
000833,贵糖股份,上市,1998-11-11 00:00:00
000835,长动退,进入退市整理期,2022-04-27 00:00:00
000835,*ST长动,实施退市风险警示,2020-06-29 00:00:00
000835,长城动漫,简称变更,2014-12-31 00:00:00
000835,四川圣达,简称变更,2006-10-09 00:00:00
000835,G圣达,简称变更,2006-05-19 00:00:00
000835,四川圣达,简称变更,2006-03-23 00:00:00
000835,隆源双登,简称变更,2001-12-18 00:00:00
000835,隆源实业,新上市,1999-06-25 00:00:00
000836,ST富通,实施其他风险警示,2024-05-06 00:00:00
000836,富通信息,简称变更,2021-01-13 00:00:00
000836,富通鑫茂,简称变更,2018-10-17 00:00:00
000836,鑫茂科技,简称变更,2006-10-09 00:00:00
000836,G鑫茂,简称变更,2006-02-20 00:00:00
000836,鑫茂科技,简称变更,2006-01-23 00:00:00
000836,天大天财,新上市,1997-09-29 00:00:00
000837,秦川机床,撤销退市风险警示,2021-05-17 00:00:00
000837,*ST秦机,实施退市风险警示,2020-04-23 00:00:00
000837,秦川机床,公司名称变更,2014-10-31 00:00:00
000837,秦川发展,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000837,G秦发展,简称变更,2006-02-06 00:00:00
000837,秦川发展,上市,1998-09-28 00:00:00
000838,财信发展,变更公司名称,2015-11-18 00:00:00
000838,国兴地产,撤销退市风险警示,2013-04-18 00:00:00
000838,*ST国兴,实施退市风险警示,2012-04-05 00:00:00
000838,国兴地产,公司更名,2007-12-05 00:00:00
000838,蓝星石化,实施股权分置改革,2007-10-19 00:00:00
000838,S蓝石化,简称变更,2006-10-09 00:00:00
000838,蓝星石化,简称变更,2004-08-19 00:00:00
000838,西南化机,撤销其他特别处理,2004-04-29 00:00:00
000838,ST西化机,实施其他特别处理,2001-02-19 00:00:00
000838,西南化机,上市,1997-06-26 00:00:00
000839,国安股份,简称变更,2025-07-07 00:00:00
000839,中信国安,撤销其他风险警示,2024-06-11 00:00:00
000839,ST国安,实施其他风险警示,2022-05-06 00:00:00
000839,中信国安,简称变更,2006-10-09 00:00:00
000839,G国安,简称变更,2006-02-06 00:00:00
000839,中信国安,新上市,1997-10-31 00:00:00
000848,承德露露,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
000848,G露露,简称变更,2006-06-07 00:00:00
000848,承德露露,上市,1997-11-13 00:00:00
000850,华茂股份,已完成股改公司恢复股改前简称,2006-10-09 00:00:00
